"","name","price","type","effect","volume","SPF","PA","skin_type","character","brand","sell"
"1182","바나나보트 울트라 디펜스 선스크린","37,000","튜브형","피부보호","90ml(g)","50","PA+++","모든피부용","자외선차단, 지속력","바나나보트","1"
"1183","오키드 플라워 아쿠아 UV 선 젤 ","16,370",NA,NA,"60ml","30","PA++","모든피부용","자외선차단, 저자극, 흡수력, 지속력, 발림성, 쿨링감, 레포츠용","오키드","3"
"1184","온더바디 헬로키티 에코 선 크림","17,620",NA,NA,"50ml","50","PA+++","모든피부용","자외선차단","온더바디","3"
"1185","네이처리퍼블릭 스네일 솔루션 컬러 컨트롤 선 안티 레드니스","21,600",NA,NA,"45ml","50","PA+++",NA,"자외선차단"," 네이처리퍼블릭","3"
"1186","시슬리 브로드 스펙트럼 선스크린","176,650",NA,NA,"40ml(g)","30SPF",NA,"모든피부용","자외선차단","시슬리","1"
"1187","세이프 워터리 선블록","22,630",NA,NA,"50ml(g)","36SPF","PA+++","모든피부용","자외선차단, 지속력",NA,"1"
"1188","해피바스 버블 선 무스","26,240",NA,NA,NA,NA,NA,NA,NA,"해피바스","1"
"1189","VDL 스킨프로 올마이티 선 크림","23,570",NA,NA,"50ml(g)","50","PA+++","모든피부용","자외선차단, 흡수력, 지속력, 밀착력","VDL","1"
"1190","스포메틱스 그린 스포츠 선 크림","28,850",NA,NA,"50g","50","PA+++","모든피부용","워터프루프, 자외선차단, 흡수력, 천연성분, 비타민 함유, 레포츠용","스포메틱스","1"
"1191","아토팜 수딩 선 로션","28,000",NA,NA,"50ml","50","PA+++","민감성","자외선차단, 지속력, 파라벤 프리, 레포츠용","아토팜","1"
"1192","마일드 듀얼 썬","40,000",NA,NA,"50g","50","PA+++","모든피부용","자외선차단, 저자극",NA,"3"
"1193","라 프레리 셀룰라 안티 링클 선크림","206,990",NA,NA,"30ml(g)","30SPF",NA,NA,"자외선차단","라 프레리","3"
"1194","엘레미스 리퀴드 레이어","36,600",NA,NA,"40ml(g)","30SPF",NA,NA,"워터프루프, 자외선차단, 지속력, 메이크업베이스 겸용","엘레미스","5"
"1195","비오템 선 울트라 플루이드 밀크 멀티 프로텍션","116,770",NA,NA,"400ml(g)","15SPF",NA,NA,"자외선차단, 비타민 함유","비오템","5"
"1196","에코스떼 스킨뉴트리언트 퍼펙트 선 스크린 ","30,000",NA,NA,"50ml","50","PA+++","모든피부용","자외선차단, 저자극, 지속력, 천연성분, 비타민 함유","에코스떼","2"
"1197","더스킨하우스 UV 프로텍션 선블럭","11,870",NA,NA,"30ml","50SPF","PA+++","모든피부용","워터프루프, 자외선차단, 지속력","더스킨하우스","2"
"1198","카라디움 헬로 선 크림 ","16,830",NA,NA,"70ml","50","PA+++","모든피부용","자외선차단, 흡수력, 지속력, 발림성","카라디움","2"
"1199","데이셀 에스테니끄 달팽이 선크림","21,290",NA,NA,"70g","50SPF","PA+++","모든피부용","자외선차단","데이셀","1"
"1200","키초 울트라 모이스처라이징 선 크림","27,350",NA,NA,"50ml","50","PA+++","모든피부용","자외선차단, 흡수력, 지속력, 천연성분, 발림성, 레포츠용","키초","4"
"1201","루나 선투고 선 베이스 톤 업 ","25,000","튜브형","생기부여, 피부탄력, 피부톤보정, 화이트닝","50ml(g)","50","PA++++",NA,"자외선차단, 밀착력","루나","1"
"1202","프리메라 베이비 선크림","30,000",NA,NA,"50ml(g)","31","PA++","모든피부용","자외선차단, 지속력","프리메라","1"
"1203","퍼펙트 듀얼 썬","44,000",NA,NA,"50ml(g)","50","PA++","건성, 민감성","워터프루프, 자외선차단",NA,"2"
"1204","바이오퍼시픽 모이스처라이징 선블럭","56,000",NA,NA,"100ml(g)","30SPF",NA,"모든피부용","자외선차단, 저자극","바이오퍼시픽","2"
"1205","아토팜 톡톡 페이셜 선","20,810",NA,NA,"50ml","43","PA+++","모든피부용","자외선차단, 밀착력, 파라벤 프리, 비타민 함유, 발림성","아토팜","1"
"1206","닥터그랜드 마일드 선 클리어 선 크림","25,500","튜브형","피부보호, 피부진정, 피부톤보정, 피지조절","50ml(g)","43","PA+++","모든피부용","자외선차단, 밀착력","닥터그랜드","3"
"1207","마자린 마린 콜라겐 선블럭","13,500",NA,NA,"100ml(g)","50","PA+++","모든피부용","자외선차단, 흡수력, 발림성","마자린","1"
"1208","클라란스 선 스크린 케어 크림 하이 프로텍션","41,980",NA,NA,"75ml(g)","30SPF",NA,NA,"자외선차단, 지속력","클라란스","1"
"1209","니베아 선 엑스트라 화이트 선 로션","7,340",NA,NA,"125ml","50","PA+++",NA,"자외선차단, 메이크업베이스 겸용","니베아","1"
"1210","토니모리 UV 선셋 아쿠아 젤","10,800",NA,NA,NA,NA,NA,NA,NA,"토니모리","1"
"1211","차밍 더 슈뜨 UV 프로젝트 선 크림","11,020",NA,NA,"80ml(g)","42SPF","PA++","모든피부용","자외선차단","차밍","1"
"1212","에코시크릿 노 세범 선 틴트 ","14,860",NA,NA,"40ml","50","PA+++","지복합","자외선차단, 흡수력, 비타민 함유, 발림성, 메이크업베이스 겸용","에코시크릿","1"
"1213","지비앤 울티메이트 모이스처 선블럭","22,560",NA,NA,"40ml(g)","47SPF","PA++",NA,"저자극","지비앤","1"
"1214","크리스탈 퍼펙트 선 로션 ","28,000",NA,NA,"60ml","50","PA+++","모든피부용","자외선차단, 지속력, 미네랄 함유, 비타민 함유",NA,"1"
"1215","SNP UV 퍼펙트 브라이트닝 톤 업 선","13,000",NA,NA,"50ml(g)","50","PA++++","모든피부용","자외선차단, 주름개선, 메이크업베이스 겸용","SNP","2"
"1216","크리니크 바디크림","31,040",NA,NA,"150ml(g)","40SPF",NA,NA,"자외선차단","크리니크","1"
"1217","코멜리코 세이브 프레쉬 선젤 ","19,090","젤형","수분공급, 피부보호, 피부진정, 화이트닝","50ml(g)","50","PA+++","모든피부용, 지성, 민감성","자외선차단, 주름개선","코멜리코","2"
"1218","해외더말로지카 에이지 스마트 다이나믹 스킨 리커버리","153,030",NA,NA,"118ml(g)","30SPF",NA,"모든피부용","자외선차단, 무향","더말로지카","1"
"1219","코리아나 에스테덤 선 인토레랑스 하이 프로텍션 페이스 크림","87,500",NA,NA,NA,NA,NA,NA,NA,"코리아나","1"
"1220","더말로지카 데일리 디펜스 블럭","495,000",NA,NA,"100ml(g)","15SPF",NA,NA,NA,"더말로지카","1"
"1221","귀노 엑스트라 컴포트 선스크린","77,000",NA,NA,NA,NA,NA,NA,NA,"귀노","1"
"1222","해외피터토마스로스 맥스 올 데이 모이스처 디펜스 크림","42,300",NA,NA,"50ml(g)","30SPF",NA,"모든피부용","자외선차단, 무향, 오일 프리, 비타민 함유","피터토마스로스","1"
"1223","올레이 리제너리스트 UV 디펜스 리제너레이팅 로션","63,000",NA,NA,"50ml(g)","50SPF","PA+++","모든피부용","자외선차단, 비타민 함유","올레이","1"
"1224","쏘티스 선 하이 프로텍션","99,000",NA,NA,"50ml(g)","30SPF",NA,"모든피부용",NA,"쏘티스","1"
"1225","SNP 데일리 클라우드 선 젤","11,400","젤형","수분공급, 피부활력, 피부보호","50ml(g)","50","PA+++","모든피부용","자외선차단","SNP","1"
"1226","메리케이 선프로텍터","19,900",NA,"피부보호","59ml(g)","35","PA+++","모든피부용","자외선차단","메리케이","9"
"1227","아모레퍼시픽 트리플 디펜스 선프로텍터","68,740","리퀴드형","수분공급, 피부보호, 피부진정","60ml(g)","50","PA+++","모든피부용","워터프루프, 자외선차단, 지속력","아모레퍼시픽","30"
"1228","랑콤 UV 엑스퍼트 자외선차단제","66,690","튜브형","수분공급, 피부보호, 화이트닝","50ml(g)","50","PA+++","모든피부용","자외선차단","랑콤","3"
"1229","자민경 뉴트리 달팽이 울트라 선프로텍터","32,190","튜브형","수분공급, 피부진정, 피부톤보정","50ml(g)","50","PA+++","모든피부용","워터프루프, 자외선차단","자민경","7"
"1230","그린핑거 내추럴 퍼펙트 선 밀크","1230","크림형",NA,"60ml(g)","SPF35","PA+++",NA,"자외선차단","1230","1230"
"1231","바이오더마 에이비씨덤 미네랄 선 크림","1231","크림형",NA,"50ml(g)","SPF50+","PA+++",NA,"자외선차단","1231","1231"
"1232","스위스퓨어 아웃도어 프로텍트 크림","1232","크림형",NA,"50ml(g)","SPF30","PA++",NA,"자외선차단, 주름개선","1232","1232"
"1233","궁중비책 프레시 선로션","1233","크림형",NA,"80ml(g)","SPF45","PA+++",NA,"자외선차단","1233","1233"
"1234","온더바디 내추럴 리프레쉬 페이스 선크림","1234","크림형",NA,"50ml(g)","SPF50+","PA+++",NA,"자외선차단","1234","1234"
"1235","톡스앤필 비타메디 선 로션","1235","펌프형","수분공급, 백탁현상방지","300ml(g)","SPF50+","PA+++","모든피부용","자외선차단","1235","1235"
"1236","수려한 효비담 수분샘 선 에센스","1236","크림형","수분공급, 피부진정","60ml(g)","SPF50+","PA+++","모든피부용","자외선차단","1236","1236"
"1237","에이트루 세이프 워터리 선 블록","1237","크림형","수분공급, 피부보호","50ml(g)","SPF36","PA+++","모든피부용","자외선차단","1237","1237"
"1238","세타필 데일리 페이셜 모이스춰","1238","크림형",NA,"118ml(g)","SPF15",NA,NA,"자외선차단","1238","1238"
"1239","비엘 허브 선크림","1239","크림형",NA,"60ml(g)","SPF30","PA++",NA,"워터프루프, 자외선차단","1239","1239"
"1240","오썸 미네랄 멀티케어 크림","1240","크림형","피부진정","50ml(g)","SPF27","PA++",NA,"자외선차단","1240","1240"
"1241","1241","1241","1241","1241","1241","1241","1241","1241","1241","1241","1241"
"1242","1242","1242","1242","1242","1242","1242","1242","1242","1242","1242","1242"
"1243","1243","1243","1243","1243","1243","1243","1243","1243","1243","1243","1243"
"1244","1244","1244","1244","1244","1244","1244","1244","1244","1244","1244","1244"
"1245","1245","1245","1245","1245","1245","1245","1245","1245","1245","1245","1245"
"1246","1246","1246","1246","1246","1246","1246","1246","1246","1246","1246","1246"
"1247","1247","1247","1247","1247","1247","1247","1247","1247","1247","1247","1247"
"1248","1248","1248","1248","1248","1248","1248","1248","1248","1248","1248","1248"
"1249","1249","1249","1249","1249","1249","1249","1249","1249","1249","1249","1249"
"1250","1250","1250","1250","1250","1250","1250","1250","1250","1250","1250","1250"
"1251","1251","1251","1251","1251","1251","1251","1251","1251","1251","1251","1251"
"1252","1252","1252","1252","1252","1252","1252","1252","1252","1252","1252","1252"
"1253","1253","1253","1253","1253","1253","1253","1253","1253","1253","1253","1253"
"1254","1254","1254","1254","1254","1254","1254","1254","1254","1254","1254","1254"
"1255","1255","1255","1255","1255","1255","1255","1255","1255","1255","1255","1255"
"1256","1256","1256","1256","1256","1256","1256","1256","1256","1256","1256","1256"
"1257","1257","1257","1257","1257","1257","1257","1257","1257","1257","1257","1257"
"1258","1258","1258","1258","1258","1258","1258","1258","1258","1258","1258","1258"
"1259","1259","1259","1259","1259","1259","1259","1259","1259","1259","1259","1259"
"1260","1260","1260","1260","1260","1260","1260","1260","1260","1260","1260","1260"
"1261","1261","1261","1261","1261","1261","1261","1261","1261","1261","1261","1261"
"1262","1262","1262","1262","1262","1262","1262","1262","1262","1262","1262","1262"
"1263","1263","1263","1263","1263","1263","1263","1263","1263","1263","1263","1263"
"1264","1264","1264","1264","1264","1264","1264","1264","1264","1264","1264","1264"
"1265","1265","1265","1265","1265","1265","1265","1265","1265","1265","1265","1265"
"1266","1266","1266","1266","1266","1266","1266","1266","1266","1266","1266","1266"
"1267","1267","1267","1267","1267","1267","1267","1267","1267","1267","1267","1267"
"1268","1268","1268","1268","1268","1268","1268","1268","1268","1268","1268","1268"
"1269","1269","1269","1269","1269","1269","1269","1269","1269","1269","1269","1269"
"1270","1270","1270","1270","1270","1270","1270","1270","1270","1270","1270","1270"
"1271","1271","1271","1271","1271","1271","1271","1271","1271","1271","1271","1271"
"1272","1272","1272","1272","1272","1272","1272","1272","1272","1272","1272","1272"
"1273","1273","1273","1273","1273","1273","1273","1273","1273","1273","1273","1273"
"1274","1274","1274","1274","1274","1274","1274","1274","1274","1274","1274","1274"
"1275","1275","1275","1275","1275","1275","1275","1275","1275","1275","1275","1275"
"1276","1276","1276","1276","1276","1276","1276","1276","1276","1276","1276","1276"
"1277","1277","1277","1277","1277","1277","1277","1277","1277","1277","1277","1277"
"1278","1278","1278","1278","1278","1278","1278","1278","1278","1278","1278","1278"
"1279","1279","1279","1279","1279","1279","1279","1279","1279","1279","1279","1279"
"1280","1280","1280","1280","1280","1280","1280","1280","1280","1280","1280","1280"
"1281","1281","1281","1281","1281","1281","1281","1281","1281","1281","1281","1281"
"1282","1282","1282","1282","1282","1282","1282","1282","1282","1282","1282","1282"
"1283","1283","1283","1283","1283","1283","1283","1283","1283","1283","1283","1283"
"1284","1284","1284","1284","1284","1284","1284","1284","1284","1284","1284","1284"
"1285","1285","1285","1285","1285","1285","1285","1285","1285","1285","1285","1285"
"1286","1286","1286","1286","1286","1286","1286","1286","1286","1286","1286","1286"
"1287","1287","1287","1287","1287","1287","1287","1287","1287","1287","1287","1287"
"1288","1288","1288","1288","1288","1288","1288","1288","1288","1288","1288","1288"
"1289","1289","1289","1289","1289","1289","1289","1289","1289","1289","1289","1289"
"1290","1290","1290","1290","1290","1290","1290","1290","1290","1290","1290","1290"
"1291","1291","1291","1291","1291","1291","1291","1291","1291","1291","1291","1291"
"1292","1292","1292","1292","1292","1292","1292","1292","1292","1292","1292","1292"
"1293","1293","1293","1293","1293","1293","1293","1293","1293","1293","1293","1293"
"1294","1294","1294","1294","1294","1294","1294","1294","1294","1294","1294","1294"
"1295","1295","1295","1295","1295","1295","1295","1295","1295","1295","1295","1295"
"1296","1296","1296","1296","1296","1296","1296","1296","1296","1296","1296","1296"
"1297","1297","1297","1297","1297","1297","1297","1297","1297","1297","1297","1297"
"1298","1298","1298","1298","1298","1298","1298","1298","1298","1298","1298","1298"
"1299","1299","1299","1299","1299","1299","1299","1299","1299","1299","1299","1299"
"1300","1300","1300","1300","1300","1300","1300","1300","1300","1300","1300","1300"
"1301","1301","1301","1301","1301","1301","1301","1301","1301","1301","1301","1301"
"1302","1302","1302","1302","1302","1302","1302","1302","1302","1302","1302","1302"
"1303","1303","1303","1303","1303","1303","1303","1303","1303","1303","1303","1303"
"1304","1304","1304","1304","1304","1304","1304","1304","1304","1304","1304","1304"
"1305","1305","1305","1305","1305","1305","1305","1305","1305","1305","1305","1305"
"1306","1306","1306","1306","1306","1306","1306","1306","1306","1306","1306","1306"
"1307","1307","1307","1307","1307","1307","1307","1307","1307","1307","1307","1307"
"1308","1308","1308","1308","1308","1308","1308","1308","1308","1308","1308","1308"
"1309","1309","1309","1309","1309","1309","1309","1309","1309","1309","1309","1309"
"1310","1310","1310","1310","1310","1310","1310","1310","1310","1310","1310","1310"
"1311","1311","1311","1311","1311","1311","1311","1311","1311","1311","1311","1311"
"1312","1312","1312","1312","1312","1312","1312","1312","1312","1312","1312","1312"
"1313","1313","1313","1313","1313","1313","1313","1313","1313","1313","1313","1313"
"1314","1314","1314","1314","1314","1314","1314","1314","1314","1314","1314","1314"
"1315","1315","1315","1315","1315","1315","1315","1315","1315","1315","1315","1315"
"1316","1316","1316","1316","1316","1316","1316","1316","1316","1316","1316","1316"
"1317","1317","1317","1317","1317","1317","1317","1317","1317","1317","1317","1317"
"1318","1318","1318","1318","1318","1318","1318","1318","1318","1318","1318","1318"
"1319","1319","1319","1319","1319","1319","1319","1319","1319","1319","1319","1319"
"1320","1320","1320","1320","1320","1320","1320","1320","1320","1320","1320","1320"
"1321","1321","1321","1321","1321","1321","1321","1321","1321","1321","1321","1321"
"1322","1322","1322","1322","1322","1322","1322","1322","1322","1322","1322","1322"
"1323","1323","1323","1323","1323","1323","1323","1323","1323","1323","1323","1323"
"1324","1324","1324","1324","1324","1324","1324","1324","1324","1324","1324","1324"
"1325","1325","1325","1325","1325","1325","1325","1325","1325","1325","1325","1325"
"1326","1326","1326","1326","1326","1326","1326","1326","1326","1326","1326","1326"
"1327","1327","1327","1327","1327","1327","1327","1327","1327","1327","1327","1327"
"1328","1328","1328","1328","1328","1328","1328","1328","1328","1328","1328","1328"
"1329","1329","1329","1329","1329","1329","1329","1329","1329","1329","1329","1329"
"1330","1330","1330","1330","1330","1330","1330","1330","1330","1330","1330","1330"
"1331","1331","1331","1331","1331","1331","1331","1331","1331","1331","1331","1331"
"1332","1332","1332","1332","1332","1332","1332","1332","1332","1332","1332","1332"
"1333","1333","1333","1333","1333","1333","1333","1333","1333","1333","1333","1333"
"1334","1334","1334","1334","1334","1334","1334","1334","1334","1334","1334","1334"
"1335","1335","1335","1335","1335","1335","1335","1335","1335","1335","1335","1335"
"1336","1336","1336","1336","1336","1336","1336","1336","1336","1336","1336","1336"
"1337","1337","1337","1337","1337","1337","1337","1337","1337","1337","1337","1337"
"1338","1338","1338","1338","1338","1338","1338","1338","1338","1338","1338","1338"
"1339","1339","1339","1339","1339","1339","1339","1339","1339","1339","1339","1339"
"1340","1340","1340","1340","1340","1340","1340","1340","1340","1340","1340","1340"
"1341","1341","1341","1341","1341","1341","1341","1341","1341","1341","1341","1341"
"1342","1342","1342","1342","1342","1342","1342","1342","1342","1342","1342","1342"
"1343","1343","1343","1343","1343","1343","1343","1343","1343","1343","1343","1343"
"1344","1344","1344","1344","1344","1344","1344","1344","1344","1344","1344","1344"
"1345","1345","1345","1345","1345","1345","1345","1345","1345","1345","1345","1345"
"1346","1346","1346","1346","1346","1346","1346","1346","1346","1346","1346","1346"
"1347","1347","1347","1347","1347","1347","1347","1347","1347","1347","1347","1347"
"1348","1348","1348","1348","1348","1348","1348","1348","1348","1348","1348","1348"
"1349","1349","1349","1349","1349","1349","1349","1349","1349","1349","1349","1349"
"1350","1350","1350","1350","1350","1350","1350","1350","1350","1350","1350","1350"
"1351","1351","1351","1351","1351","1351","1351","1351","1351","1351","1351","1351"
"1352","1352","1352","1352","1352","1352","1352","1352","1352","1352","1352","1352"
"1353","1353","1353","1353","1353","1353","1353","1353","1353","1353","1353","1353"
"1354","1354","1354","1354","1354","1354","1354","1354","1354","1354","1354","1354"
"1355","1355","1355","1355","1355","1355","1355","1355","1355","1355","1355","1355"
"1356","1356","1356","1356","1356","1356","1356","1356","1356","1356","1356","1356"
"1357","1357","1357","1357","1357","1357","1357","1357","1357","1357","1357","1357"
"1358","1358","1358","1358","1358","1358","1358","1358","1358","1358","1358","1358"
"1359","1359","1359","1359","1359","1359","1359","1359","1359","1359","1359","1359"
"1360","1360","1360","1360","1360","1360","1360","1360","1360","1360","1360","1360"
"1361","1361","1361","1361","1361","1361","1361","1361","1361","1361","1361","1361"
"1362","1362","1362","1362","1362","1362","1362","1362","1362","1362","1362","1362"
"1363","1363","1363","1363","1363","1363","1363","1363","1363","1363","1363","1363"
"1364","1364","1364","1364","1364","1364","1364","1364","1364","1364","1364","1364"
"1365","1365","1365","1365","1365","1365","1365","1365","1365","1365","1365","1365"
"1366","1366","1366","1366","1366","1366","1366","1366","1366","1366","1366","1366"
"1367","1367","1367","1367","1367","1367","1367","1367","1367","1367","1367","1367"
"1368","1368","1368","1368","1368","1368","1368","1368","1368","1368","1368","1368"
"1369","1369","1369","1369","1369","1369","1369","1369","1369","1369","1369","1369"
"1370","1370","1370","1370","1370","1370","1370","1370","1370","1370","1370","1370"
"1371","1371","1371","1371","1371","1371","1371","1371","1371","1371","1371","1371"
"1372","1372","1372","1372","1372","1372","1372","1372","1372","1372","1372","1372"
"1373","1373","1373","1373","1373","1373","1373","1373","1373","1373","1373","1373"
"1374","1374","1374","1374","1374","1374","1374","1374","1374","1374","1374","1374"
"1375","1375","1375","1375","1375","1375","1375","1375","1375","1375","1375","1375"
"1376","1376","1376","1376","1376","1376","1376","1376","1376","1376","1376","1376"
"1377","1377","1377","1377","1377","1377","1377","1377","1377","1377","1377","1377"
"1378","1378","1378","1378","1378","1378","1378","1378","1378","1378","1378","1378"
"1379","1379","1379","1379","1379","1379","1379","1379","1379","1379","1379","1379"
"1380","1380","1380","1380","1380","1380","1380","1380","1380","1380","1380","1380"
"1381","1381","1381","1381","1381","1381","1381","1381","1381","1381","1381","1381"
"1382","1382","1382","1382","1382","1382","1382","1382","1382","1382","1382","1382"
"1383","1383","1383","1383","1383","1383","1383","1383","1383","1383","1383","1383"
"1384","1384","1384","1384","1384","1384","1384","1384","1384","1384","1384","1384"
"1385","1385","1385","1385","1385","1385","1385","1385","1385","1385","1385","1385"
"1386","1386","1386","1386","1386","1386","1386","1386","1386","1386","1386","1386"
"1387","1387","1387","1387","1387","1387","1387","1387","1387","1387","1387","1387"
"1388","1388","1388","1388","1388","1388","1388","1388","1388","1388","1388","1388"
"1389","1389","1389","1389","1389","1389","1389","1389","1389","1389","1389","1389"
"1390","1390","1390","1390","1390","1390","1390","1390","1390","1390","1390","1390"
"1391","1391","1391","1391","1391","1391","1391","1391","1391","1391","1391","1391"
"1392","1392","1392","1392","1392","1392","1392","1392","1392","1392","1392","1392"
"1393","1393","1393","1393","1393","1393","1393","1393","1393","1393","1393","1393"
"1394","1394","1394","1394","1394","1394","1394","1394","1394","1394","1394","1394"
"1395","1395","1395","1395","1395","1395","1395","1395","1395","1395","1395","1395"
"1396","1396","1396","1396","1396","1396","1396","1396","1396","1396","1396","1396"
"1397","1397","1397","1397","1397","1397","1397","1397","1397","1397","1397","1397"
"1398","1398","1398","1398","1398","1398","1398","1398","1398","1398","1398","1398"
"1399","1399","1399","1399","1399","1399","1399","1399","1399","1399","1399","1399"
"1400","1400","1400","1400","1400","1400","1400","1400","1400","1400","1400","1400"
"1401","1401","1401","1401","1401","1401","1401","1401","1401","1401","1401","1401"
"1402","1402","1402","1402","1402","1402","1402","1402","1402","1402","1402","1402"
"1403","1403","1403","1403","1403","1403","1403","1403","1403","1403","1403","1403"
"1404","1404","1404","1404","1404","1404","1404","1404","1404","1404","1404","1404"
"1405","1405","1405","1405","1405","1405","1405","1405","1405","1405","1405","1405"
"1406","1406","1406","1406","1406","1406","1406","1406","1406","1406","1406","1406"
"1407","1407","1407","1407","1407","1407","1407","1407","1407","1407","1407","1407"
"1408","1408","1408","1408","1408","1408","1408","1408","1408","1408","1408","1408"
"1409","1409","1409","1409","1409","1409","1409","1409","1409","1409","1409","1409"
"1410","1410","1410","1410","1410","1410","1410","1410","1410","1410","1410","1410"
"1411","1411","1411","1411","1411","1411","1411","1411","1411","1411","1411","1411"
"1412","1412","1412","1412","1412","1412","1412","1412","1412","1412","1412","1412"
"1413","1413","1413","1413","1413","1413","1413","1413","1413","1413","1413","1413"
"1414","1414","1414","1414","1414","1414","1414","1414","1414","1414","1414","1414"
"1415","1415","1415","1415","1415","1415","1415","1415","1415","1415","1415","1415"
"1416","1416","1416","1416","1416","1416","1416","1416","1416","1416","1416","1416"
"1417","1417","1417","1417","1417","1417","1417","1417","1417","1417","1417","1417"
"1418","1418","1418","1418","1418","1418","1418","1418","1418","1418","1418","1418"
"1419","1419","1419","1419","1419","1419","1419","1419","1419","1419","1419","1419"
"1420","1420","1420","1420","1420","1420","1420","1420","1420","1420","1420","1420"
"1421","1421","1421","1421","1421","1421","1421","1421","1421","1421","1421","1421"
"1422","1422","1422","1422","1422","1422","1422","1422","1422","1422","1422","1422"
"1423","1423","1423","1423","1423","1423","1423","1423","1423","1423","1423","1423"
"1424","1424","1424","1424","1424","1424","1424","1424","1424","1424","1424","1424"
"1425","1425","1425","1425","1425","1425","1425","1425","1425","1425","1425","1425"
"1426","1426","1426","1426","1426","1426","1426","1426","1426","1426","1426","1426"
"1427","1427","1427","1427","1427","1427","1427","1427","1427","1427","1427","1427"
"1428","1428","1428","1428","1428","1428","1428","1428","1428","1428","1428","1428"
"1429","1429","1429","1429","1429","1429","1429","1429","1429","1429","1429","1429"
"1430","1430","1430","1430","1430","1430","1430","1430","1430","1430","1430","1430"
"1431","1431","1431","1431","1431","1431","1431","1431","1431","1431","1431","1431"
"1432","1432","1432","1432","1432","1432","1432","1432","1432","1432","1432","1432"
"1433","1433","1433","1433","1433","1433","1433","1433","1433","1433","1433","1433"
"1434","1434","1434","1434","1434","1434","1434","1434","1434","1434","1434","1434"
"1435","1435","1435","1435","1435","1435","1435","1435","1435","1435","1435","1435"
"1436","1436","1436","1436","1436","1436","1436","1436","1436","1436","1436","1436"
"1437","1437","1437","1437","1437","1437","1437","1437","1437","1437","1437","1437"
"1438","1438","1438","1438","1438","1438","1438","1438","1438","1438","1438","1438"
"1439","1439","1439","1439","1439","1439","1439","1439","1439","1439","1439","1439"
"1440","1440","1440","1440","1440","1440","1440","1440","1440","1440","1440","1440"
"1441","1441","1441","1441","1441","1441","1441","1441","1441","1441","1441","1441"
"1442","1442","1442","1442","1442","1442","1442","1442","1442","1442","1442","1442"
"1443","1443","1443","1443","1443","1443","1443","1443","1443","1443","1443","1443"
"1444","1444","1444","1444","1444","1444","1444","1444","1444","1444","1444","1444"
"1445","1445","1445","1445","1445","1445","1445","1445","1445","1445","1445","1445"
"1446","1446","1446","1446","1446","1446","1446","1446","1446","1446","1446","1446"
"1447","1447","1447","1447","1447","1447","1447","1447","1447","1447","1447","1447"
"1448","1448","1448","1448","1448","1448","1448","1448","1448","1448","1448","1448"
"1449","1449","1449","1449","1449","1449","1449","1449","1449","1449","1449","1449"
"1450","1450","1450","1450","1450","1450","1450","1450","1450","1450","1450","1450"
"1451","1451","1451","1451","1451","1451","1451","1451","1451","1451","1451","1451"
"1452","1452","1452","1452","1452","1452","1452","1452","1452","1452","1452","1452"
"1453","1453","1453","1453","1453","1453","1453","1453","1453","1453","1453","1453"
"1454","1454","1454","1454","1454","1454","1454","1454","1454","1454","1454","1454"
"1455","1455","1455","1455","1455","1455","1455","1455","1455","1455","1455","1455"
"1456","1456","1456","1456","1456","1456","1456","1456","1456","1456","1456","1456"
"1457","1457","1457","1457","1457","1457","1457","1457","1457","1457","1457","1457"
"1458","1458","1458","1458","1458","1458","1458","1458","1458","1458","1458","1458"
"1459","1459","1459","1459","1459","1459","1459","1459","1459","1459","1459","1459"
"1460","1460","1460","1460","1460","1460","1460","1460","1460","1460","1460","1460"
"1461","1461","1461","1461","1461","1461","1461","1461","1461","1461","1461","1461"
"1462","1462","1462","1462","1462","1462","1462","1462","1462","1462","1462","1462"
"1463","1463","1463","1463","1463","1463","1463","1463","1463","1463","1463","1463"
"1464","1464","1464","1464","1464","1464","1464","1464","1464","1464","1464","1464"
"1465","1465","1465","1465","1465","1465","1465","1465","1465","1465","1465","1465"
"1466","1466","1466","1466","1466","1466","1466","1466","1466","1466","1466","1466"
"1467","1467","1467","1467","1467","1467","1467","1467","1467","1467","1467","1467"
"1468","1468","1468","1468","1468","1468","1468","1468","1468","1468","1468","1468"
"1469","1469","1469","1469","1469","1469","1469","1469","1469","1469","1469","1469"
"1470","1470","1470","1470","1470","1470","1470","1470","1470","1470","1470","1470"
"1471","1471","1471","1471","1471","1471","1471","1471","1471","1471","1471","1471"
"1472","1472","1472","1472","1472","1472","1472","1472","1472","1472","1472","1472"
"1473","1473","1473","1473","1473","1473","1473","1473","1473","1473","1473","1473"
"1474","1474","1474","1474","1474","1474","1474","1474","1474","1474","1474","1474"
"1475","1475","1475","1475","1475","1475","1475","1475","1475","1475","1475","1475"
"1476","1476","1476","1476","1476","1476","1476","1476","1476","1476","1476","1476"
"1477","1477","1477","1477","1477","1477","1477","1477","1477","1477","1477","1477"
"1478","1478","1478","1478","1478","1478","1478","1478","1478","1478","1478","1478"
"1479","1479","1479","1479","1479","1479","1479","1479","1479","1479","1479","1479"
"1480","1480","1480","1480","1480","1480","1480","1480","1480","1480","1480","1480"
"1481","1481","1481","1481","1481","1481","1481","1481","1481","1481","1481","1481"
"1482","1482","1482","1482","1482","1482","1482","1482","1482","1482","1482","1482"
"1483","1483","1483","1483","1483","1483","1483","1483","1483","1483","1483","1483"
